,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,_strategy,_equity_curve,
96,3116 days,99.90689013,1316.953,22340.8235,-86.83047,703.458242,-21.16676258,28.61820234,0,0,0,-94.10812677,-10.0984366,2948 days,206 days,510,45.68627451,13.43542785,-17.4659263,-0.430692063,56 days,8 days,0.868782298,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23   9878.500     0.012150              NaT
2004-08-24   9470.800     0.052920              NaT
2004-08-25   9572.500     0.042750              NaT
...               ...          ...              ...
2013-02-25   1332.373     0.940362              NaT
2013-02-26   1333.013     0.940333              NaT
2013-02-27   1323.363     0.940765              NaT
2013-02-28   1321.943     0.940828              NaT
2013-03-01   1316.953     0.941052        2948 days

[2148 rows x 3 columns]",
97,3116 days,58.00744879,419.6575,10000,-95.803425,703.458242,-31.06493423,19.33883857,0,0,0,-95.803425,-95.803425,3115 days,3115 days,338,36.68639053,20.43429343,-13.79027612,-1.124857682,42 days,6 days,0.636181717,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23   9878.5000     0.012150              NaT
2004-08-24   9470.8000     0.052920              NaT
2004-08-25   9572.5000     0.042750              NaT
...                ...          ...              ...
2013-02-25    419.6575     0.958034              NaT
2013-02-26    419.6575     0.958034              NaT
2013-02-27    419.6575     0.958034              NaT
2013-02-28    419.6575     0.958034              NaT
2013-03-01    419.6575     0.958034        3115 days

[2148 rows x 3 columns]",
98,3116 days,99.90689013,293061.292,321418.518,2830.61292,703.458242,48.62821836,55.95131322,0.869116658,1.996124333,1.062542911,-45.76588661,-6.916314635,560 days,42 days,618,55.82524272,13.79027612,-20.43429343,0.581032122,58 days,9 days,1.361183794,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.000     0.000000              NaT
2004-08-20   10000.000     0.000000              NaT
2004-08-23   10121.500     0.000000              NaT
2004-08-24   10594.990     0.000000              NaT
2004-08-25   10483.930     0.010482              NaT
...                ...          ...              ...
2013-02-25  287463.832     0.105640              NaT
2013-02-26  287231.512     0.106363              NaT
2013-02-27  290734.462     0.095464              NaT
2013-02-28  291249.922     0.093861              NaT
2013-03-01  293061.292     0.088225         560 days

[2148 rows x 3 columns]",
99,3116 days,99.90689013,76979.9345,121148.343,669.799345,703.458242,27.05402452,48.4027117,0.558936133,1.078890722,0.468041755,-57.80258753,-11.02657144,616 days,74 days,583,54.88850772,14.50331126,-20.43429343,0.437723895,58 days,9 days,1.278040378,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23  10121.5000     0.000000              NaT
2004-08-24  10594.9900     0.000000              NaT
2004-08-25  10483.9300     0.010482              NaT
...                ...          ...              ...
2013-02-25  75515.0345     0.376673              NaT
2013-02-26  75454.2345     0.377175              NaT
2013-02-27  76370.9845     0.369608              NaT
2013-02-28  76505.8845     0.368494              NaT
2013-03-01  76979.9345     0.364581         616 days

[2148 rows x 3 columns]",
100,3116 days,99.90689013,235232.304,247538.083,2252.32304,703.458242,44.84445642,55.17262661,0.812802637,1.816284466,0.900512921,-49.79879286,-6.395511216,560 days,41 days,595,55.79831933,13.79027612,-20.43429343,0.545753073,58 days,9 days,1.338889985,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.000     0.000000              NaT
2004-08-20   10000.000     0.000000              NaT
2004-08-23   10121.500     0.000000              NaT
2004-08-24   10594.990     0.000000              NaT
2004-08-25   10483.930     0.010482              NaT
...                ...          ...              ...
2013-02-25  230745.084     0.067840              NaT
2013-02-26  230558.844     0.068592              NaT
2013-02-27  233366.994     0.057248              NaT
2013-02-28  233780.214     0.055579              NaT
2013-03-01  235232.304     0.049713         560 days

[2148 rows x 3 columns]",
101,3116 days,99.90689013,212948.541,213122.781,2029.48541,703.458242,43.16310413,54.69201646,0.789203012,1.721160831,0.958006766,-45.05511408,-6.828964951,532 days,40 days,599,55.75959933,13.79027612,-20.43429343,0.623635052,58 days,9 days,1.383263739,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.000     0.000000              NaT
2004-08-20   10000.000     0.000000              NaT
2004-08-23   10121.500     0.000000              NaT
2004-08-24   10594.990     0.000000              NaT
2004-08-25   10483.930     0.010482              NaT
...                ...          ...              ...
2013-02-25  208877.661     0.019919              NaT
2013-02-26  208708.701     0.020711              NaT
2013-02-27  211256.301     0.008758              NaT
2013-02-28  211631.181     0.006999              NaT
2013-03-01  212948.541     0.000818          10 days

[2148 rows x 3 columns]",
102,3116 days,99.90689013,1674.953,15726.818,-83.25047,703.458242,-18.9111387,29.02974789,0,0,0,-90.59328467,-31.11275179,2688 days,621 days,481,45.53014553,20.43429343,-13.79027612,-0.346984881,56 days,8 days,0.904264658,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23   9878.500     0.012150              NaT
2004-08-24   9470.800     0.052920              NaT
2004-08-25   9572.500     0.042750              NaT
...               ...          ...              ...
2013-02-25   1644.113     0.895458              NaT
2013-02-26   1642.833     0.895539              NaT
2013-02-27   1662.133     0.894312              NaT
2013-02-28   1664.973     0.894132              NaT
2013-03-01   1674.953     0.893497        2688 days

[2148 rows x 3 columns]",
103,3116 days,99.90689013,23902.9355,27994.3855,139.029355,703.458242,10.76417253,41.62197478,0.258617535,0.430082259,0.171897789,-62.61961031,-10.22259508,1470 days,99 days,605,51.57024793,13.79027612,-20.43429343,0.131061505,58 days,9 days,1.119052288,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23  10121.5000     0.000000              NaT
2004-08-24  10594.9900     0.000000              NaT
2004-08-25  10483.9300     0.010482              NaT
...                ...          ...              ...
2013-02-25  24372.5655     0.129377              NaT
2013-02-26  24392.4055     0.128668              NaT
2013-02-27  24093.2555     0.139354              NaT
2013-02-28  24049.2355     0.140926              NaT
2013-03-01  23902.9355     0.146153         400 days

[2148 rows x 3 columns]",
104,3116 days,99.90689013,4739.034,22944.1125,-52.60966,703.458242,-8.38798458,34.09772003,0,0,0,-83.08357972,-16.89153639,1892 days,257 days,531,51.03578154,20.43429343,-13.79027612,0.067062993,56 days,8 days,1.090509417,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23   9878.500     0.012150              NaT
2004-08-24   9470.800     0.052920              NaT
2004-08-25   9572.500     0.042750              NaT
...               ...          ...              ...
2013-02-25   4661.934     0.796813              NaT
2013-02-26   4658.734     0.796953              NaT
2013-02-27   4706.984     0.794850              NaT
2013-02-28   4714.084     0.794541              NaT
2013-03-01   4739.034     0.793453        1892 days

[2148 rows x 3 columns]",
105,3116 days,99.90689013,4739.034,22944.1125,-52.60966,703.458242,-8.38798458,34.09772003,0,0,0,-83.08357972,-16.89153639,1892 days,257 days,531,51.03578154,20.43429343,-13.79027612,0.067062993,56 days,8 days,1.090509417,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23   9878.500     0.012150              NaT
2004-08-24   9470.800     0.052920              NaT
2004-08-25   9572.500     0.042750              NaT
...               ...          ...              ...
2013-02-25   4661.934     0.796813              NaT
2013-02-26   4658.734     0.796953              NaT
2013-02-27   4706.984     0.794850              NaT
2013-02-28   4714.084     0.794541              NaT
2013-03-01   4739.034     0.793453        1892 days

[2148 rows x 3 columns]",
106,3116 days,99.90689013,1316.953,22340.8235,-86.83047,703.458242,-21.16676258,28.61820234,0,0,0,-94.10812677,-10.0984366,2948 days,206 days,510,45.68627451,13.43542785,-17.4659263,-0.430692063,56 days,8 days,0.868782298,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23   9878.500     0.012150              NaT
2004-08-24   9470.800     0.052920              NaT
2004-08-25   9572.500     0.042750              NaT
...               ...          ...              ...
2013-02-25   1332.373     0.940362              NaT
2013-02-26   1333.013     0.940333              NaT
2013-02-27   1323.363     0.940765              NaT
2013-02-28   1321.943     0.940828              NaT
2013-03-01   1316.953     0.941052        2948 days

[2148 rows x 3 columns]",
107,3116 days,99.90689013,5382.955,23391.3235,-46.17045,703.458242,-7.008388252,33.66366725,0,0,0,-78.04870468,-8.42308307,1612 days,91 days,620,49.19354839,14.50331126,-20.43429343,-0.114758627,56 days,9 days,1.002221122,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23   9878.500     0.012150              NaT
2004-08-24   9470.800     0.052920              NaT
2004-08-25   9572.500     0.042750              NaT
...               ...          ...              ...
2013-02-25   5290.435     0.773829              NaT
2013-02-26   5286.595     0.773993              NaT
2013-02-27   5344.495     0.771518              NaT
2013-02-28   5353.015     0.771154              NaT
2013-03-01   5382.955     0.769874        1612 days

[2148 rows x 3 columns]",
108,3116 days,99.90689013,148864.4875,208068.0375,1388.644875,703.458242,37.27454664,52.64511466,0.708034295,1.477944457,0.674123592,-55.29334243,-6.816626147,584 days,44 days,607,56.34266886,13.79027612,-20.43429343,0.65112022,58 days,9 days,1.405562765,GeneticStrategy,"                 Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.0000     0.000000              NaT
2004-08-20   10000.0000     0.000000              NaT
2004-08-23   10121.5000     0.000000              NaT
2004-08-24   10594.9900     0.000000              NaT
2004-08-25   10483.9300     0.010482              NaT
...                 ...          ...              ...
2013-02-25  146027.2075     0.298176              NaT
2013-02-26  145909.4475     0.298742              NaT
2013-02-27  147685.0475     0.290208              NaT
2013-02-28  147946.3275     0.288952              NaT
2013-03-01  148864.4875     0.284539         584 days

[2148 rows x 3 columns]",
109,3116 days,58.00744879,419.6575,10000,-95.803425,703.458242,-31.06493423,19.33883857,0,0,0,-95.803425,-95.803425,3115 days,3115 days,338,36.68639053,20.43429343,-13.79027612,-1.124857682,42 days,6 days,0.636181717,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23   9878.5000     0.012150              NaT
2004-08-24   9470.8000     0.052920              NaT
2004-08-25   9572.5000     0.042750              NaT
...                ...          ...              ...
2013-02-25    419.6575     0.958034              NaT
2013-02-26    419.6575     0.958034              NaT
2013-02-27    419.6575     0.958034              NaT
2013-02-28    419.6575     0.958034              NaT
2013-03-01    419.6575     0.958034        3115 days

[2148 rows x 3 columns]",
110,3116 days,94.22718808,628.168,11496.0425,-93.71832,703.458242,-27.72432872,24.38035134,0,0,0,-94.53578916,-24.74030912,3101 days,778 days,476,43.06722689,14.50331126,-20.43429343,-0.631402563,56 days,8 days,0.805450749,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23  10121.500     0.000000              NaT
2004-08-24  10594.990     0.000000              NaT
2004-08-25  10483.930     0.010482              NaT
...               ...          ...              ...
2013-02-25    628.168     0.945358              NaT
2013-02-26    628.168     0.945358              NaT
2013-02-27    628.168     0.945358              NaT
2013-02-28    628.168     0.945358              NaT
2013-03-01    628.168     0.945358        3101 days

[2148 rows x 3 columns]",
111,3116 days,70.11173184,118006.41,118102.77,1080.0641,703.458242,33.58395213,36.95669495,0.908737975,1.919688426,0.831800527,-40.37500702,-4.697816485,681 days,43 days,238,60.50420168,13.31568498,-9.55830551,1.049604913,54 days,9 days,1.65637863,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.00     0.000000              NaT
2004-08-20   10000.00     0.000000              NaT
2004-08-23   10121.50     0.000000              NaT
2004-08-24   10594.99     0.000000              NaT
2004-08-25   10483.93     0.010482              NaT
...               ...          ...              ...
2013-02-25  115755.09     0.019878              NaT
2013-02-26  115661.65     0.020669              NaT
2013-02-27  117070.55     0.008740              NaT
2013-02-28  117277.87     0.006985              NaT
2013-03-01  118006.41     0.000816          10 days

[2148 rows x 3 columns]",
112,3116 days,66.5735568,468.494,11496.0425,-95.31506,703.458242,-30.16886892,20.32649334,0,0,0,-95.92473671,-25.087546,3101 days,778 days,359,38.71866295,13.79027612,-20.43429343,-0.988629703,42 days,7 days,0.679067276,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23  10121.500     0.000000              NaT
2004-08-24  10594.990     0.000000              NaT
2004-08-25  10483.930     0.010482              NaT
...               ...          ...              ...
2013-02-25    468.494     0.959247              NaT
2013-02-26    468.494     0.959247              NaT
2013-02-27    468.494     0.959247              NaT
2013-02-28    468.494     0.959247              NaT
2013-03-01    468.494     0.959247        3101 days

[2148 rows x 3 columns]",
113,3116 days,99.90689013,409560.376,409895.656,3995.60376,703.458242,54.58046801,58.43076727,0.934104934,2.259636089,0.937737883,-58.20439698,-5.371079425,510 days,32 days,564,57.80141844,14.50331126,-20.43429343,0.709206161,48 days,8 days,1.472069861,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.000     0.000000              NaT
2004-08-20   10000.000     0.000000              NaT
2004-08-23   10121.500     0.000000              NaT
2004-08-24   10594.990     0.000000              NaT
2004-08-25   10483.930     0.010482              NaT
...                ...          ...              ...
2013-02-25  401727.016     0.019929              NaT
2013-02-26  401401.896     0.020722              NaT
2013-02-27  406304.096     0.008762              NaT
2013-02-28  407025.456     0.007002              NaT
2013-03-01  409560.376     0.000818          10 days

[2148 rows x 3 columns]",
114,3116 days,99.90689013,3314.132,12903.2455,-66.85868,703.458242,-12.15227168,31.07715572,0,0,0,-90.51294885,-19.12239076,2948 days,388 days,466,47.63948498,20.43429343,-13.79027612,-0.146480707,56 days,8 days,0.988774633,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23   9878.500     0.012150              NaT
2004-08-24   9470.800     0.052920              NaT
2004-08-25   9572.500     0.042750              NaT
...               ...          ...              ...
2013-02-25   3308.692     0.743577              NaT
2013-02-26   3311.252     0.743378              NaT
2013-02-27   3272.652     0.746370              NaT
2013-02-28   3266.972     0.746810              NaT
2013-03-01   3314.132     0.743155        2948 days

[2148 rows x 3 columns]",
115,3116 days,70.81005587,456.845,10000,-95.43155,703.458242,-30.37484404,21.08578396,0,0,0,-95.56119,-95.56119,3115 days,3115 days,376,39.36170213,20.43429343,-14.50331126,-0.934194273,42 days,7 days,0.696751204,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23   9878.500     0.012150              NaT
2004-08-24   9470.800     0.052920              NaT
2004-08-25   9572.500     0.042750              NaT
...               ...          ...              ...
2013-02-25    456.845     0.954316              NaT
2013-02-26    456.845     0.954316              NaT
2013-02-27    456.845     0.954316              NaT
2013-02-28    456.845     0.954316              NaT
2013-03-01    456.845     0.954316        3115 days

[2148 rows x 3 columns]",
116,3116 days,67.13221601,556.1045,11492.2825,-94.438955,703.458242,-28.75018963,21.62183048,0,0,0,-96.12892391,-25.13859281,3101 days,778 days,396,40.90909091,20.43429343,-13.79027612,-0.795053892,42 days,7 days,0.739871867,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23  10121.5000     0.000000              NaT
2004-08-24  10594.9900     0.000000              NaT
2004-08-25  10483.9300     0.010482              NaT
...                ...          ...              ...
2013-02-25    556.1045     0.951611              NaT
2013-02-26    556.1045     0.951611              NaT
2013-02-27    556.1045     0.951611              NaT
2013-02-28    556.1045     0.951611              NaT
2013-03-01    556.1045     0.951611        3101 days

[2148 rows x 3 columns]",
117,3116 days,93.29608939,28627.186,46538.8785,186.27186,703.458242,13.13280572,39.1330797,0.335593463,0.560337449,0.171916218,-76.39073211,-7.497078897,1908 days,74 days,404,52.47524752,14.19262556,-17.4659263,0.290034019,58 days,8 days,1.201473211,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23   9878.500     0.012150              NaT
2004-08-24   9470.800     0.052920              NaT
2004-08-25   9572.500     0.042750              NaT
...               ...          ...              ...
2013-02-25  28087.486     0.396473              NaT
2013-02-26  28065.086     0.396954              NaT
2013-02-27  28402.836     0.389697              NaT
2013-02-28  28452.536     0.388629              NaT
2013-03-01  28627.186     0.384876        1908 days

[2148 rows x 3 columns]",
118,3116 days,79.98137803,675.652,12098.084,-93.24348,703.458242,-27.10379141,22.4223019,0,0,0,-96.31902043,-36.95612468,3077 days,1035 days,387,38.75968992,20.43429343,-13.79027612,-0.864945558,42 days,7 days,0.725145263,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23   9878.500     0.012150              NaT
2004-08-24   9470.800     0.052920              NaT
2004-08-25   9572.500     0.042750              NaT
...               ...          ...              ...
2013-02-25    675.652     0.944152              NaT
2013-02-26    675.652     0.944152              NaT
2013-02-27    675.652     0.944152              NaT
2013-02-28    675.652     0.944152              NaT
2013-03-01    675.652     0.944152        3077 days

[2148 rows x 3 columns]",
119,3116 days,99.90689013,1674.953,15726.818,-83.25047,703.458242,-18.9111387,29.02974789,0,0,0,-90.59328467,-31.11275179,2688 days,621 days,481,45.53014553,20.43429343,-13.79027612,-0.346984881,56 days,8 days,0.904264658,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23   9878.500     0.012150              NaT
2004-08-24   9470.800     0.052920              NaT
2004-08-25   9572.500     0.042750              NaT
...               ...          ...              ...
2013-02-25   1644.113     0.895458              NaT
2013-02-26   1642.833     0.895539              NaT
2013-02-27   1662.133     0.894312              NaT
2013-02-28   1664.973     0.894132              NaT
2013-03-01   1674.953     0.893497        2688 days

[2148 rows x 3 columns]",
120,3116 days,99.90689013,794.025,11496.0425,-92.05975,703.458242,-25.71001571,25.41894152,0,0,0,-93.098799,-24.38106158,3101 days,778 days,469,43.92324094,13.79027612,-16.82491869,-0.588869067,56 days,8 days,0.820134531,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23  10121.500     0.000000              NaT
2004-08-24  10594.990     0.000000              NaT
2004-08-25  10483.930     0.010482              NaT
...               ...          ...              ...
2013-02-25    809.445     0.929589              NaT
2013-02-26    810.085     0.929534              NaT
2013-02-27    800.435     0.930373              NaT
2013-02-28    799.015     0.930497              NaT
2013-03-01    794.025     0.930931        3101 days

[2148 rows x 3 columns]",
121,3116 days,99.90689013,1293.4055,11496.0425,-87.065945,703.458242,-21.33344987,28.22291691,0,0,0,-89.40936414,-23.45870286,3101 days,778 days,491,44.60285132,13.79027612,-20.43429343,-0.499736286,56 days,8 days,0.856195128,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23  10121.5000     0.000000              NaT
2004-08-24  10594.9900     0.000000              NaT
2004-08-25  10483.9300     0.010482              NaT
...                ...          ...              ...
2013-02-25   1308.8255     0.886150              NaT
2013-02-26   1309.4655     0.886094              NaT
2013-02-27   1299.8155     0.886934              NaT
2013-02-28   1298.3955     0.887057              NaT
2013-03-01   1293.4055     0.887491        3101 days

[2148 rows x 3 columns]",
122,3116 days,99.90689013,9788.426,24373.8035,-2.11574,703.458242,-0.250564299,37.2856323,0,0,0,-84.06175302,-12.83400688,1900 days,182 days,548,52.91970803,20.43429343,-13.79027612,0.25898223,56 days,8 days,1.193296987,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23   9878.500     0.012150              NaT
2004-08-24   9470.800     0.052920              NaT
2004-08-25   9572.500     0.042750              NaT
...               ...          ...              ...
2013-02-25   9603.386     0.605996              NaT
2013-02-26   9595.706     0.606311              NaT
2013-02-27   9711.506     0.601560              NaT
2013-02-28   9728.546     0.600861              NaT
2013-03-01   9788.426     0.598404        1900 days

[2148 rows x 3 columns]",
123,3116 days,99.90689013,5382.955,23391.3235,-46.17045,703.458242,-7.008388252,33.66366725,0,0,0,-78.04870468,-8.42308307,1612 days,91 days,620,49.19354839,14.50331126,-20.43429343,-0.114758627,56 days,9 days,1.002221122,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23   9878.500     0.012150              NaT
2004-08-24   9470.800     0.052920              NaT
2004-08-25   9572.500     0.042750              NaT
...               ...          ...              ...
2013-02-25   5290.435     0.773829              NaT
2013-02-26   5286.595     0.773993              NaT
2013-02-27   5344.495     0.771518              NaT
2013-02-28   5353.015     0.771154              NaT
2013-03-01   5382.955     0.769874        1612 days

[2148 rows x 3 columns]",
124,3116 days,99.90689013,4739.034,22944.1125,-52.60966,703.458242,-8.38798458,34.09772003,0,0,0,-83.08357972,-16.89153639,1892 days,257 days,531,51.03578154,20.43429343,-13.79027612,0.067062993,56 days,8 days,1.090509417,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23   9878.500     0.012150              NaT
2004-08-24   9470.800     0.052920              NaT
2004-08-25   9572.500     0.042750              NaT
...               ...          ...              ...
2013-02-25   4661.934     0.796813              NaT
2013-02-26   4658.734     0.796953              NaT
2013-02-27   4706.984     0.794850              NaT
2013-02-28   4714.084     0.794541              NaT
2013-03-01   4739.034     0.793453        1892 days

[2148 rows x 3 columns]",
125,3116 days,99.90689013,9788.426,24373.8035,-2.11574,703.458242,-0.250564299,37.2856323,0,0,0,-84.06175302,-12.83400688,1900 days,182 days,548,52.91970803,20.43429343,-13.79027612,0.25898223,56 days,8 days,1.193296987,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23   9878.500     0.012150              NaT
2004-08-24   9470.800     0.052920              NaT
2004-08-25   9572.500     0.042750              NaT
...               ...          ...              ...
2013-02-25   9603.386     0.605996              NaT
2013-02-26   9595.706     0.606311              NaT
2013-02-27   9711.506     0.601560              NaT
2013-02-28   9728.546     0.600861              NaT
2013-03-01   9788.426     0.598404        1900 days

[2148 rows x 3 columns]",
126,3116 days,99.90689013,5382.955,23391.3235,-46.17045,703.458242,-7.008388252,33.66366725,0,0,0,-78.04870468,-8.42308307,1612 days,91 days,620,49.19354839,14.50331126,-20.43429343,-0.114758627,56 days,9 days,1.002221122,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23   9878.500     0.012150              NaT
2004-08-24   9470.800     0.052920              NaT
2004-08-25   9572.500     0.042750              NaT
...               ...          ...              ...
2013-02-25   5290.435     0.773829              NaT
2013-02-26   5286.595     0.773993              NaT
2013-02-27   5344.495     0.771518              NaT
2013-02-28   5353.015     0.771154              NaT
2013-03-01   5382.955     0.769874        1612 days

[2148 rows x 3 columns]",
127,3116 days,99.90689013,162579.6695,227006.3265,1525.796695,703.458242,38.70125684,53.29557725,0.726162636,1.535240775,0.700524901,-55.24608306,-6.797572243,584 days,44 days,613,56.76998369,13.79027612,-20.43429343,0.679586657,58 days,9 days,1.42446782,GeneticStrategy,"                 Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.0000     0.000000              NaT
2004-08-20   10000.0000     0.000000              NaT
2004-08-23   10121.5000     0.000000              NaT
2004-08-24   10594.9900     0.000000              NaT
2004-08-25   10483.9300     0.010482              NaT
...                 ...          ...              ...
2013-02-25  159480.2495     0.297463              NaT
2013-02-26  159351.6095     0.298030              NaT
2013-02-27  161291.2595     0.289486              NaT
2013-02-28  161576.6795     0.288228              NaT
2013-03-01  162579.6695     0.283810         584 days

[2148 rows x 3 columns]",
128,3116 days,77.51396648,652.4875,10395.074,-93.475125,703.458242,-27.40153063,23.17975583,0,0,0,-95.7804918,-72.4057534,2935 days,1557 days,420,41.66666667,20.43429343,-15.3051017,-0.782718292,42 days,7 days,0.747008701,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23   9878.5000     0.012150              NaT
2004-08-24   9470.8000     0.052920              NaT
2004-08-25   9572.5000     0.042750              NaT
...                ...          ...              ...
2013-02-25    652.4875     0.937231              NaT
2013-02-26    652.4875     0.937231              NaT
2013-02-27    652.4875     0.937231              NaT
2013-02-28    652.4875     0.937231              NaT
2013-03-01    652.4875     0.937231        2935 days

[2148 rows x 3 columns]",
129,3116 days,67.92364991,484.6925,10000,-95.153075,703.458242,-29.88983931,21.06110254,0,0,0,-95.273045,-95.273045,3115 days,3115 days,379,37.99472296,20.43429343,-13.79027612,-0.918091619,42 days,7 days,0.698234646,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23   9878.5000     0.012150              NaT
2004-08-24   9470.8000     0.052920              NaT
2004-08-25   9572.5000     0.042750              NaT
...                ...          ...              ...
2013-02-25    484.6925     0.951531              NaT
2013-02-26    484.6925     0.951531              NaT
2013-02-27    484.6925     0.951531              NaT
2013-02-28    484.6925     0.951531              NaT
2013-03-01    484.6925     0.951531        3115 days

[2148 rows x 3 columns]",
130,3116 days,58.00744879,419.6575,10000,-95.803425,703.458242,-31.06493423,19.33883857,0,0,0,-95.803425,-95.803425,3115 days,3115 days,338,36.68639053,20.43429343,-13.79027612,-1.124857682,42 days,6 days,0.636181717,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23   9878.5000     0.012150              NaT
2004-08-24   9470.8000     0.052920              NaT
2004-08-25   9572.5000     0.042750              NaT
...                ...          ...              ...
2013-02-25    419.6575     0.958034              NaT
2013-02-26    419.6575     0.958034              NaT
2013-02-27    419.6575     0.958034              NaT
2013-02-28    419.6575     0.958034              NaT
2013-03-01    419.6575     0.958034        3115 days

[2148 rows x 3 columns]",
